song_order,track_name,album,year,nrgm_list,form_url,date,published,song_length,spotify,apple,fb,instrumental,lyrics,lyrics_url,analysis,main_lines,tags_adjective,tags_noun,sexual_themes,pg13,cancel_target,tragic_story,escapism,antihero,lgbt,substance_abuse,lastfm_sum,lastfm_pos
50,Baby Boy,Raha ja rakkaus,1985,false,https://forms.gle/dDK4xZN6kXB68vbM6,2025-03-24 06:00:00 UTC,true,238,https://open.spotify.com/track/1saLqojflLKiSKXxPwmcH1?si=369c00b510454fc7,https://music.apple.com/us/album/baby-boy/1442496069?i=1442496321&uo=4,,false,"Seis, et saa lähteä (mä lähteä saa en)
Ja väittää et kanssas leikin vain (sä kanssain leikit vain)
Ei, en etsi tähteä (tähteä saa et)
Kun linnunradan sinulta jo sain (Linnunradan vain)
Ei, en petä sinua (petä sua mä en)
Ei kukaan enää väliin tulla voi (väliin tulla voi)
Ei, et muista minua (muista sua mä en)
Olen vieläkin se sama baby boy (sama baby boy)

Et voinut tietää kuinka sua mä kaipasin (säälittävä baby boy)
Kun toisen tytön kanssa olla yritin (säälittävä baby boy)

Olen baby boy, säälittävä baby boy (säälittävä baby boy)
Ja rakastunut sinuun uudelleen
Olen baby boy, säälittävä baby boy (säälittävä baby boy)
Mä sydämeeni tilaa sulle teen
Olen baby boy, säälittävä baby boy (säälittävä baby boy)
Ja rakastunut sinuun uudelleen
Olen baby boy, säälittävä baby boy (säälittävä baby boy)
Mä sydämeeni tilaa sulle teen

Ei, en kestä pilkkaasi (pilkkaa sua mä en)
Jos et haluaisi alkaa uudestaan (alkaa uudestaan)
Niin, mä tartun nilkkaasi (irti päästä et)
En irti päästä susta milloinkaan (et päästä milloinkaan)
Seis, et saa lähteä (mä lähteä saa en)
Ja väittää että kanssas leikin vain (kanssain leikit vain)
Ei, en etsi tähteä (tähteä saa et)
Kun linnunradan sinulta jo sain (Linnunradan sait)

Et voinut tietää kuinka sua mä kaipasin (säälittävä baby boy)
Kun toisen tytön kanssa olla yritin (säälittävä baby boy)

Olen baby boy, säälittävä baby boy (säälittävä baby boy)
Ja rakastunut sinuun uudelleen
Olen baby boy, säälittävä baby boy (säälittävä baby boy)
Mä sydämeeni tilaa sulle teen
Olen baby boy, säälittävä baby boy (säälittävä baby boy)
Ja rakastunut sinuun uudelleen
Olen baby boy, säälittävä baby boy (säälittävä baby boy)
Mä sydämeeni tilaa sulle teen

Olen baby boy, säälittävä baby boy (säälittävä baby boy)
Ja rakastunut sinuun uudelleen
Olen baby boy, säälittävä baby boy (säälittävä baby boy)
Mä sydämeeni tilaa sulle teen",https://genius.com/Leevi-and-the-leavings-baby-boy-lyrics,"Kohottava ja samalla haikea tarina sydänsurusta, jossa ""baby boy"" ponnistelee uuden alun ja menneiden kaipaamisen ristipaineessa. Rakkaus on yhtä aikaa haavoittavaa ja voimaannuttavaa.","""Olen baby boy, säälittävä baby boy ja rakastunut sinuun uudelleen.""","säälittävä, rakastunut, epätoivoinen, uudelleen, kaipaus","rakkaus, suhde, sydän, kaipaus, ihmissuhteet",1,1,1,2,2,2,1,1,2901,142
51,Sua rakastan,Suuteleminen kielletty,1980,false,https://forms.gle/q5PJswMLPUSYq98e8,2025-03-25 06:00:00 UTC,true,124,https://open.spotify.com/track/7hOvDJUzOkpzru8CGQpG7V?si=5b97d779b663413d,https://music.apple.com/fi/album/sua-rakastan/1442967702?i=1442967708&uo=4,,false,"Sua rakastan
Vaikka tunteet pakastan sisällein
En unohda sua milloinkaan
Sua jäänyt on kaipaamaan sydämein

Oli yksinäinen lauantai
Avasin telkkarin
Oli ohjelma loppu kai
Mutta tyhjään ruutuun tuijotin

Oli tunnelma niin haikea
Miksi kaikki on niin vaikeaa?
Oi, nainen
Mä sua rakastan",https://genius.com/Leevi-and-the-leavings-sua-rakastan-lyrics,"Syvällinen ja haikea tunnustus rakkaudesta, joka jää sanattomaksi, kun yksinäisyys ja arjen tylsyys valtaavat mielen. Laulu tuo esiin kaipauksen ja sydämen sisimmät tunteet haasteiden keskellä.","""Sua rakastan, vaikka tunteet pakastan sisällein.""","haikea, yksinäinen, vaikea, rakastava","rakkaus, kaipuu, yksinäisyys, nainen, tunteet, sydän, lauantai, televisio",1,1,1,3,3,1,1,1,4951,88
52,Sopivasti lihava,Häntä koipien välissä,1988,false,https://forms.gle/eCDpZPwrhWcXBBLg8,2025-03-26 06:00:00 UTC,true,222,https://open.spotify.com/track/6NTsN72IzyDadzoPC7Ksfr?si=a9c3037429234538,https://music.apple.com/fi/album/sopivasti-lihava/1443109065?i=1443109289&uo=4,,false,"Minä sinulle tehdä jos saisin
Sitä mitä silloin en kehdannut kysyäkään
Rinnoista sua puristaisin
Kun ei ne piilossa tahtoneet pysyäkään

Sä olit sopivasti lihava

Sinä typerä olla saat
Kanamainen, hölmö nainen
Sun turha on luulla
Mun tahtovan kuulla
Jotain järkevää

Ne sinun muotosi kurvikkaat
Saivat aikaan valtavan paineen
Kun päällesi puskin
Niin muu oli tuskin
Yhtä tärkeää

Minä sinulle tehdä jos saisin
Sitä mitä silloin en kehdannut kysyäkään
Rinnoista sua puristaisin
Kun ei ne piilossa tahtoneet pysyäkään

Sä olit sopivasti lihava

En edes tiedä miksi kiihottaa
Mua yhtä pitkä kuin leveä nainen
Jalat kuin pylväät ja rinnatkin ylväät
Joista kiinni saa

Se nainen unissani liihottaa
Se lähes sadan kilon keijukainen
Muodokas kyllä, kun ei vaatteita yllä
Ole ollenkaan

Minä sinulle tehdä jos saisin
Sitä mitä silloin en kehdannut kysyäkään
Rinnoista sua puristaisin
Kun ei ne piilossa tahtoneet pysyäkään

Sä olit sopivasti lihava

Minä sinulle tehdä jos saisin
Sitä mitä silloin en kehdannut kysyäkään
Rinnoista sua puristaisin
Kun ei ne piilossa tahtoneet pysyäkään

Sä olit sopivasti lihava",https://genius.com/Leevi-and-the-leavings-sopivasti-lihava-lyrics,"Leikkisä ja rohkea tutkimus kehonkuvasta ja halusta, jossa ihastuttavan kurvikas nainen herättää voimakkaita tunteita ja muistoja. Laulaja navigoi rakastettunsa muotojen ja oman halunsa välillä, yhdistäen huumorin ja kaipuun.","""Sä olit sopivasti lihava""","humoristinen, kepeä, ironinen, provosoiva, leikkisä","keho, ulkonäkö, naiseus, vetovoima, unelmat",3,3,3,1,1,2,1,1,25681,9
53,Keskellä yötä,Bulebule,2000,false,https://forms.gle/3RHuPxyuzSw1gTKz5,2025-03-27 06:00:00 UTC,true,148,https://open.spotify.com/track/0Cm6lBEo0hH7WApEaRHY62?si=8ceb7977c9de4040,https://music.apple.com/fi/album/keskell%C3%A4-y%C3%B6t%C3%A4/1443370101?i=1443370311&uo=4,,false,"En enää unta saa
Taas kun vauva nälkäänsä itkee
Enkä hennoisi millään sua herättää

Vaikka panettaa
En silti kierähdä päälle
Liian vähiin sun unes jo muutenkin jää

Mä joudun nousemaan
Voitelen lapselle leivän
Ja laitan päälle reilusti makkaraa

Se siinä jokeltaa
Mä kauhukseni sen ensiksi huomaan
Eihän sil' oo edes hampaita ollenkaan

Ota leipää, pienokainen
Ota leipää, pienokainen",https://genius.com/Leevi-and-the-leavings-keskella-yota-lyrics,"Yön hiljaisuudessa heräävä isä navigoi vanhemmuuden riemuihin ja haasteisiin, kun vauvan tarpeet ja omat halut kilpailevat keskenään. Arjen absurdius ja rakkaus kietoutuvat toisiinsa.","""En enää unta saa, / Taas kun vauva nälkäänsä itkee.""","arkinen, humoristinen, lämmin, realistinen, hellä","perhe, vauva, vanhemmuus, yö, arki",2,2,1,1,2,1,1,1,2201,188
54,Tyttö jota ei koskaan suudeltu,Onnen avaimet,2002,false,https://forms.gle/CE19yibK8p9g1vz97,2025-03-28 06:00:00 UTC,true,150,https://open.spotify.com/track/2n1WANXGZmsZrI5gAQwedV?si=5556383eefc942ac,https://music.apple.com/fi/album/tytt%C3%B6-jota-ei-koskaan-suudeltu/1443418701?i=1443419894&uo=4,,false,"Se on varmaan kaatunut
Ja päänsä kolhaissut
Sanoi päällikkö jostain
Ja näytti liian tyyneltä

Ja tätä tyttöä
Ei tätä löydet
Ei mun asunnostain
Se vaati vailla kyyneltä

Se on se tyttö
Se sama olkihiuksinen
Tyttö jota ei koskaan kuunneltu
Se sama tyttö
Se sama olkihiuksinen
Tyttö jonka perään ei koskaan huudeltu

Sen rannekellossa on lasi murskana
Ehjät viisarit ovat silti viittä vaille viisi
Ja kuolleen kasvoissa on jotain tuttua
Jota kaipasit jo nuoren miehen unelmiisi

Se on se tyttö
Se sama olkihiuksinen
Tyttö jota ei koskaan kuunneltu
Se sama tyttö
Se olkihiuksinen tyttö
Jota ei koskaan suudeltu",https://genius.com/Leevi-and-the-leavings-tytto-jota-ei-koskaan-suudeltu-lyrics,"Kappale kuvaa kaipausta ja surumielisyyttä, kun mies muistelee tyttöä, jota ei koskaan huomattu tai rakastettu. Hänen ihastuksensa jää elämään, vaikka todellisuus on murskannut unelmat.","""Tyttö jota ei koskaan kuunneltu, se sama tyttö, jota ei koskaan suudeltu.""","surullinen, traaginen, melankolinen, tarinallinen, haikea","tyttö, yksinäisyys, kuolema, kaipuu, unelma",1,2,2,3,3,2,1,1,3172,125
55,Postinkantaja,Musiikkiluokka,1989,false,https://forms.gle/mik1R3EbvTy25kky7,2025-03-29 06:00:00 UTC,true,230,https://open.spotify.com/track/1KbZ5OPSDHMRSE3n74nHM1?si=4a5eab6946ff49c9,https://music.apple.com/fi/album/postinkantaja/1443152869?i=1443153099&uo=4,,false,"Mä joskus valintamyymälän kassajonossa huomaan
Jonkun vanhemman naisen mua siinä mielessä kiinnostavan
Mä niinkuin janoinen katselen kuivuneen joen uomaa
Ei tätä janoa juomalla sammumaan saa
Ei vaikka laulujansa renkuttaa
Ja täällä ikuisen nuoruuden lähteellä vanhenee

Sä vielä vuosia myöhemmin joskus muistut mieleen
Jokin tuoksu tai tunnelma tuttuja tunteita aiheuttaa
Kun siinä kiireiden keskellä kyyneleitään nielee
Ja vaikka kadulla tuskin sua tuntisinkaan
Voit olla varma että kenkuttaa
Kun täällä sinua etsien päättömästi harhailen

Mä löysin paperikaupasta Marjatan
Se siellä kirjekuoria myi
Kun sulle rakkauskirjeitä innoissani kirjoitin

Sä kai iskitkin sen postinkantajan
Sä et tiedä kuinka hämmästyin
Mä kun kuulin teidän ehtineen mennä jo naimisiin

Mä sulle kymmenen kirjettä päivässä saatoin laittaa
Ja niihin kirjoitin sen mitä kirjoita en enää uudestaan
Kun niistä kirjeistä taisikin koitua pelkkää haittaa
Kuinka syvältä silloin se kouraisekaan
Kun aivan yllättäen kuulla saa
Sä olit postinkantajan kanssa mennyt naimisiin

Ja jos yksi oli yksin ja toinen oli toisen
Mä kolmanneksi jäädä sain
Kun en oikein edes tiennyt mistä siinä kilpailtiin

Mä en usko selityksiin
Niihin uskoa vois en
Kun tunteillani leikit vain
Ja olit postinkantajan kanssa mennyt naimisiin

Sä vielä vuosia myöhemmin joskus muistut mieleen
Jokin tuoksu tai tunnelma tuttuja tunteita aiheuttaa
Ne silti saavat vain tuntemaan kaiken menneen pieleen
Ei ole helppoa sammuttaa kaipaustaan
Kun näitä laulujansa renkuttaa
Ja täällä ikuisen nuoruuden lähteellä vanhenee",https://genius.com/Leevi-and-the-leavings-postinkantaja-lyrics,"Sanoitukset kuvaavat sydänsurua ja menneitä rakkauden hetkiä, joissa pettymykset ja kilpailu ovat läsnä. Postinkantaja symboloi vastustamatonta rakkautta, joka vie voiton, jättäen jälkeensä kaipauksen ja kaihon.","""Kun aivan yllättäen kuulla saa, sä olit postinkantajan kanssa mennyt naimisiin.""","haikea, nostalginen, pettynyt, melankolinen, tarinallinen","rakkaus, muisto, postinkantaja, kirje, avioliitto",1,2,1,3,3,2,1,1,5896,75
56,Sateisena päivänä,Raparperitaivas,1991,false,https://forms.gle/o86CMooQUUMDSb88A,2025-03-30 06:00:00 UTC,true,205,https://open.spotify.com/track/7nZKhFlG2SigBVK3ZPTVlM?si=35634b39dae1465b,https://music.apple.com/fi/album/sateisena-p%C3%A4iv%C3%A4n%C3%A4/1442645820?i=1442646464&uo=4,,false,"Sateisena päivänä puiston penkillä
Joku söi eväitään
Ja lätäkössä käsiänsä pesi, kun kannettu vesi
Ei kaivossa pysynytkään
Vettä satelee enkä edes tiedä mihin pilvet pakenee
Enkä edes välitäkään

Mennään mä lennän avaruuteen
Muuten elävältä syö tämä masentava työ
Joka ihmisen hiljaa mädännyttää
Minun sisälläni päivä on pidempi kuin yö
Ja sylissäni aurinko lämmittää

Pilvien reunalta laivaansa uittava
Poika ei palannutkaan
Se sanoi, että unelmien linnasta mistään hinnasta
Ette mua mukaanne saa
Lumisade sakenee enkä edes tiedä mitä toiset pakenee
Enkä edes välitäkään

Mennään mä lennän avaruuteen
Muuten elävältä syö tämä masentava työ
Joka ihmisen hiljaa mädännyttää
Minun sisälläni päivä on pidempi kuin yö
Ja sylissäni aurinko lämmittää

Minut elävältä syö tämä masentava työ
Joka ihmisen hiljaa mädännyttää
Minun sisälläni päivä on pidempi kuin yö
Ja sylissäni aurinko lämmittää",https://genius.com/Leevi-and-the-leavings-sateisena-paivana-lyrics,"Sateisena päivänä yhdistyvät arjen tuska ja pakokeino unelmien maailmaan, kun masentava työ uhkaa uuvuttaa, mutta toivoa tuodaan esiin auringon lämpimällä sylillä.","""Mennään mä lennän avaruuteen, muuten elävältä syö tämä masentava työ, joka ihmisen hiljaa mädännyttää.""","melankolinen, unelmoiva, masentava, introspektiivinen","sade, työ, unelma, avaruus, poika",1,1,1,3,3,2,1,1,3364,121
57,Toteemipaalu,Turkmenialainen tyttöystävä,1993,false,https://forms.gle/U6kCbgveCBQyBjX89,2025-03-31 06:00:00 UTC,true,251,https://open.spotify.com/track/6bCAkKBbL0OygC6yXNXPa4?si=5b0cac2f7b6b4b01,https://music.apple.com/fi/album/toteemipaalu/1443109065?i=1443109708&uo=4,,false,"Kuin auringonkukka sä oot
Silmissä mun lempiväriä
Mun auringon kukka sä oot
Mä olen se sun oma Gary Grand

Nyt kun sinulla on lapset ja tosi rikas mies
Ja talo suoraan Disney Landistä
Oma kodinhoitohuone ja koneistettu keittiö

Niin mietitkö sä koskaan sitä missä lie
Se solisti sun lempibändistä
Kun kaikki on kuin filmistä, kaunotar ja hirviö

Mä olen niin kuin toteemipaalu
Taas pystyssä
Sykkivänä ja kankeana

Sun miehes on pelkkä haamu
Siinä sängyllä
Väsyneenä ja kalpeana
Se Kreivi Dracula

Sinulla on sellainen kutiava kolo
Että sitä pitää sieltä rapsutella
Kun luonnon omin keinoin sinua mä lääkitsen

Silti joskus tulee niin epätodellinen olo
Vaikka herielle muo koitat napsutella
Mä sekavana seison, kuin unissa leijaillen

Mä olen niin kuin toteemipaalu
Taas pystyssä
Sykkivänä ja kankeana

Sun miehes on pelkkä haamu
Siinä sängyllä
Väsyneenä ja kalpeana
Se Kreivi Dracula

Kuin auringonkukka sä oot
Silmissä mun lempiväriä
Mun auringon kukka sä oot
Mä olen se sun oma Gary Grand

Elämä voi olla, kuin sokkeloinen talo
Ja linnakin vain pelkkä vankila
Kaiken keskellä kun painelet hälytyssummeria

Jääkaapissa on varmasti muutakin kuin valo
Ja lautaset on vuorikristallia
Kun lounaaksi sä loihdit lohta
Ja hummeria

Mä olen niin kuin toteemipaalu
Taas pystyssä
Sykkivänä ja kankeana

Sun miehes on pelkkä haamu
Siinä sängyllä
Väsyneenä ja kalpeana
Se Kreivi Dracula

Kuin auringonkukka sä oot
Silmissä mun lempiväriä
Mun auringon kukka sä oot
Mä olen se sun oma Gary Grand

Kuin auringonkukka sä oot
Silmissä mun lempiväriä
Mun auringon kukka sä oot",https://genius.com/Leevi-and-the-leavings-toteemipaalu-lyrics,"Rakkauden kaipuu ja menneisyyden haikaileva nostalgia kohtaavat arjen glamourin. Laulu piirtää kuvan siitä, kuinka pinnallinen onni ei koskaan täytä syvintä kaipuuta.","""Mä olen niin kuin toteemipaalu / Taas pystyssä / Sykkivänä ja kankeana""","romanttinen, haikea, humoristinen, nostalginen, unenomaisen","rakkaus, parisuhde, perhe, koti, musiikki",3,2,3,2,2,2,1,1,13010,30
58,Elämä ikkunan takana,Perjantai 14. päivä,1986,false,https://forms.gle/Aweboz56wP6PidNE6,2025-04-01 06:00:00 UTC,true,193,https://open.spotify.com/track/1pdofWHPt83GT7olNOWpMS?si=3fb40f2c6b704ec2,https://music.apple.com/fi/album/el%C3%A4m%C3%A4-ikkunan-takana/1443109065?i=1443109520&uo=4,,false,"Me noustaan joka aamu ennen seitsemää
Isä tuskin aamukahvin juoda ennättää
Kun se työhön jo kiiruhtaa

Tehtaanpiipun takaa nousee aurinko
Aamuvuorolaiset ahkeroivat jo
Liukuhihnalta leivän saa

Mä painan nenän vasten kylmää ikkunaa
Ja katson ulos elämään
Jos voisin peiton alle jäädä nukkumaan
En haluaisi mennä mihinkään

Mietin, miksi aina täytyy kouluun ennättää
Enää tuskin koskaan ehdin leijaa lennättää
No kenties ahkeruus palkitaan

Mä painan nenän vasten kylmää ikkunaa
Ja katson ulos elämään
Jos voisin peiton alle jäädä nukkumaan
En haluaisi mennä mihinkään

Hiljaa, hiljaa, lumihiutaleet leijailee

Mä painan nenän vasten kylmää ikkunaa
Ja katson ulos elämään
Jos voisin peiton alle jäädä nukkumaan
En haluaisi mennä mihinkään",https://genius.com/Leevi-and-the-leavings-elama-ikkunan-takana-lyrics,"Päivittäinen taistelu aamun kiireiden kanssa, kun arjen raskaus saa miettimään elämän merkitystä ja kaipuuta rauhallisiin hetkiin.","""Mä painan nenän vasten kylmää ikkunaa / Ja katson ulos elämään""","melankolinen, pohdiskeleva, arkinen, haaveileva","perhe, työ, koulu, arki, unelmat, lapsuus",1,1,1,2,3,1,1,1,14236,21
59,Ihanasti sanottu,Bulebule,2000,false,https://forms.gle/BgpGVKeZu8AKDuEAA,2025-04-02 06:00:00 UTC,true,186,https://open.spotify.com/track/17keFtemmQWnZkK45V002a?si=9787959465e74b14,https://music.apple.com/fi/album/ihanasti-sanottu/1443370101?i=1443370109&uo=4,,false,"Mitä saanut mä oon
Kun on riidelty rattoisasti taas aamuun asti?
Ja kun tunnelma on
Kun ois kaatunut katkerasti arvokas lasti

Niin mitä tehdä mä voin
Kun taas on revitty auki haavat ja vuotaa ne saavat?
Ja mitä tehdä sä voit
Kun ei oo kunnolla keskusteltu vaan kiemurreltu?

Elämä on pitkä puutelista
Se silloin tällöin täyttyy suudelmista
Elämä on elämää varten annettu
Ja se on ihanasti sanottu

Tuskin itsekään uskon
Jos vain valheita sulle lauon ja päätäni auon
Sä keneen luottanut oot
Kun oon kateissa ollut kerran viikon verran

Elämä on pitkä puutelista
Se silloin tällöin täyttyy suudelmista
Elämä on elämää varten annettu
Ja se on ihanasti sanottu

Ihanasti sanottu
Ihanasti sanottu
Ihanasti sanottu
Ihanasti sanottu

Mitä saanut mä oon
Kun on riidelty rattoisasti taas aamuun asti
Ja kun tunnelma on
Kun ois kaatunut katkerasti arvokas lasti

Elämä on pitkä puutelista
Se silloin tällöin täyttyy suudelmista
Elämä on elämää varten annettu
Ja se on ihanasti sanottu
Elämä on pitkä puutelista
Se silloin tällöin täyttyy suudelmista
Elämä on elämää varten annettu
Ja se on ihanasti sanottu

Ihanasti sanottu
Ihanasti sanottu
Ihanasti sanottu
Ihanasti sanottu
Ihanasti sanottu
Ihanasti sanottu
Ihanasti sanottu
Ihanasti sanottu",https://genius.com/Leevi-and-the-leavings-ihanasti-sanottu-lyrics,"Rakkauden ristiriitojen ja kommunikaation puutteiden kuvaus, jossa kipu ja iloa vuorottelevat. Elämä nähdään haasteista huolimatta kauniina, huumorin ja suudelmien kautta.","""Elämä on pitkä puutelista, se silloin tällöin täyttyy suudelmista, elämä on elämää varten annettu.""","nokkela, ironinen, pohdiskeleva, melankolinen","riita, ihmissuhde, elämä, luottamus, valhe",1,1,1,2,2,2,1,1,12704,33
60,Kyllikki,Single,1983,false,https://forms.gle/MqsgPjhML74H2bAU7,2025-04-03 06:00:00 UTC,true,266,https://open.spotify.com/track/49OHfYbYOVvLtRXPpzwBQu?si=ad18b360a04e4900,https://music.apple.com/fi/album/kyllikki/1443109065?i=1443110719&uo=4,,false,"Sä olit mun ainut ystävä
Kun oltiin ne kesät yhdessä
Sä olit mun kissanainen

Et tahtonut olla niin kuin muut
Ei sulle kelvannut taivaan tähdet ja kuu
Sä olit niin erilainen

Olen kaivannut sinua Kyllikki (Oo-oo-ooh)
Kun kohtalon tuuli kaarnalaivaa keinuttaa

Sinä miestenlehdessä pyllistit (Oo-oo-ooh)
Ja mua juopporentuksi pystybaarissa solvataan

Sä karkasit salaa kaupunkiin
Et vastannut enää kirjeisiin
Sä löysit kai jonkun toisen

Mä myös jotenkin tänne ajauduin
Ja lehdistä kaiken sinusta luin
Enää luotani päästäis sua en

Olen kaivannut sinua Kyllikki (Oo-oo-ooh)
Kun kohtalon tuuli kaarnalaivaa keinuttaa

Sinä miestenlehdessä pyllistit (Oo-oo-ooh)
Ja mua juopporentuksi pystybaarissa solvataan

Sä olit mun ainut ystävä
Kun oltiin ne kesät yhdessä
Enää luotani päästäis sua pois en

Olen kaivannut sinua Kyllikki (Oo-oo-ooh)
Kun kohtalon tuuli kaarnalaivaa keinuttaa

Sinä miestenlehdessä pyllistit (Oo-oo-ooh)
Ja mua juopporentuksi pystybaarissa solvataan

Olen kaivannut sinua Kyllikki (Oo-oo-ooh)
Kun kohtalon tuuli kaarnalaivaa keinuttaa

Sinä miestenlehdessä pyllistit (Oo-oo-ooh)
Ja mua juopporentuksi pystybaarissa solvataan",https://genius.com/Leevi-and-the-leavings-kyllikki-lyrics,"Kyllikki on nostalginen ja hieman surumielinen kuvaus menneistä kesistä, ystävyydestä ja sydänsuruista, jossa eroaminen johtaa katkeriin muistoihin ja epävarmuuteen tulevasta. Laulu yhdistää kepeän popmelodian raskaampiin teemoihin, kuten menetettyyn rakkauteen ja yksinäisyyteen.","""Olen kaivannut sinua Kyllikki (Oo-oo-ooh) / Kun kohtalon tuuli kaarnalaivaa keinuttaa""","nostalginen, kaipauksellinen, melankolinen, tarinallinen, ironinen","ystävyys, kesä, kohtalo, kaupunki, lehti, juoppo, rakkaus",2,2,2,3,2,2,1,1,27183,7
61,"Torin laidalla posetiivi ja vanha mies, joka syöttää pulua vaimolleen",Raparperitaivas,1991,false,https://forms.gle/pdcJuQfWwCZKEAaw8,2025-04-04 06:00:00 UTC,true,102,https://open.spotify.com/track/1ieZ2DqUhxDxHI09iVGFbs?si=5c4cd79fca85416d,https://music.apple.com/fi/album/torin-laidalla-posetiivi-ja-vanha-mies-joka-sy%C3%B6tt%C3%A4%C3%A4/1442645820?i=1442646627&uo=4,,true,"","",Laulu on instrumentaali,Laulu on instrumentaali,"","",,,,,,,,,2457,177
62,Huomenna on joulu…,Varasteleva joulupukki,1990,false,https://forms.gle/eeDV9wVwSu1FH27B6,2025-04-05 06:00:00 UTC,true,254,https://open.spotify.com/track/22Vp8nfdNwg2Y4lGaCcn3u?si=463e08d719574ccd,https://music.apple.com/us/album/huomenna-on-joulu/1443073261?i=1443073903&uo=4,,false,"Huomenna on joulu
Se oikea aito joulu
Se lapsuuden köyhä joulu
Kun kynttilä tunnelman loi

Huomenna on joulu
Ja silloin on kaikki toisin
Jos jouluna muuttaa mä voisin
Sen mitä muuten en voi

Valkoinen maa ja lumiset pellot ja metsä kauneimmillaan
Oi kuin taakse vuosien voisin nyt matkustaa
Kun kaikuessaan joulukellot luovat taas tunnelmaa
Nyt kun joulu ihmisten mielet herkiksi saa

Huomenna on joulu
Se oikea aito joulu
Se lapsuuden köyhä joulu
Kun kynttilä tunnelman loi

Huomenna on joulu
Ja silloin on kaikki toisin
Jos jouluna muuttaa mä voisin
Sen mitä muuten en voi

Köyhimmän perheen viisi lasta suottaa odottaa saa
Sitä joulutunnelmaa tuovaa takautumaa
Kun syrjäisen töllin ikkunasta tonttu voi kurkistaa
Silti lahjat muualle kantaa kainaloissaan

Huomenna on joulu
Se oikea aito joulu
Se lapsuuden köyhä joulu
Kun kynttilä tunnelman loi

Huomenna on joulu
Ja silloin on kaikki toisin
Jos jouluna muuttaa mä voisin
Sen mitä muuten en voi",https://lyricstranslate.com/en/huomenna-joulu-tomorrow-christmas.html,"Nostalgiaa ja kaipuuta lapsuuden joulun yksinkertaisiin ilotunnelmiin, joissa on tilaa sekä köyhyyden että rikkauden kokemuksille. Joulun taika tuo yhteen ihmisten sydämet ja muistoja menneestä.","""Huomenna on joulu, se oikea aito joulu, se lapsuuden köyhä joulu, kun kynttilä tunnelman loi.""","nostalginen, haikea, toiveikas, perinteinen, herkkä","joulu, lapsuus, köyhyys, perhe, muisto, tunnelma, lahja, tonttu",1,1,1,2,3,1,1,1,2504,172
